Date,Henry Hub Daily Price
Jan-2013,3.42
Jan-2013,3.56
Jan-2013,3.53
Jan-2013,3.63
Jan-2013,3.54
Jan-2013,3.44
Jan-2013,3.43
Jan-2013,3.4
Jan-2013,3.39
Jan-2013,3.18
Jan-2013,3.08
Jan-2013,3.14
Jan-2013,3.21
Jan-2013,3.3
Jan-2013,3.2
Jan-2013,3.19
Jan-2013,3.3
Dec-2012,3.43
Dec-2012,3.4
Dec-2012,3.31
Dec-2012,3.35
Dec-2012,3.3
Dec-2012,3.42
Dec-2012,3.35
Dec-2012,3.25
Dec-2012,3.29
Dec-2012,3.2
Dec-2012,3.15
Dec-2012,3.27
Dec-2012,3.33
Dec-2012,3.39
Dec-2012,3.35
Dec-2012,3.33
Dec-2012,3.48
Dec-2012,3.41
Dec-2012,3.38
Dec-2012,3.44
Nov-2012,3.46
Nov-2012,3.61
Nov-2012,3.71
Nov-2012,3.77
Nov-2012,3.75
Nov-2012,3.59
Nov-2012,3.59
Nov-2012,3.62
Nov-2012,3.63
Nov-2012,3.46
Nov-2012,3.63
Nov-2012,3.66
Nov-2012,3.57
Nov-2012,3.4
Nov-2012,3.33
Nov-2012,3.45
Nov-2012,3.47
Nov-2012,3.41
Nov-2012,3.34
Nov-2012,3.4
Nov-2012,3.5
Oct-2012,3.5
Oct-2012,3.42
Oct-2012,3.4
Oct-2012,3.38
Oct-2012,3.39
Oct-2012,3.43
Oct-2012,3.34
Oct-2012,3.49
Oct-2012,3.43
Oct-2012,3.28
Oct-2012,3.24
Oct-2012,3.27
Oct-2012,3.35
Oct-2012,3.38
Oct-2012,3.28
Oct-2012,3.26
Oct-2012,3.18
Oct-2012,3.18
Oct-2012,3.26
Oct-2012,3.23
Oct-2012,3.21
Oct-2012,3.21
Oct-2012,3.19
Sep-2012,3.08
Sep-2012,3.01
Sep-2012,2.92
Sep-2012,2.84
Sep-2012,2.82
Sep-2012,2.76
Sep-2012,2.76
Sep-2012,2.7
Sep-2012,2.74
Sep-2012,2.83
Sep-2012,2.94
Sep-2012,3.01
Sep-2012,2.96
Sep-2012,2.82
Sep-2012,2.66
Sep-2012,2.73
Sep-2012,2.85
Sep-2012,2.87
Sep-2012,2.81
Aug-2012,2.72
Aug-2012,2.72
Aug-2012,2.64
Aug-2012,2.71
Aug-2012,2.8
Aug-2012,2.81
Aug-2012,2.81
Aug-2012,2.8
Aug-2012,2.8
Aug-2012,2.75
Aug-2012,2.7
Aug-2012,2.78
Aug-2012,2.82
Aug-2012,2.79
Aug-2012,2.77
Aug-2012,2.84
Aug-2012,2.89
Aug-2012,2.97
Aug-2012,2.99
Aug-2012,2.9
Aug-2012,2.91
Aug-2012,3.16
Aug-2012,3.2
Jul-2012,3.2
Jul-2012,3.14
Jul-2012,3.1
Jul-2012,3.13
Jul-2012,3.19
Jul-2012,3.16
Jul-2012,3.05
Jul-2012,3.03
Jul-2012,2.99
Jul-2012,2.84
Jul-2012,2.83
Jul-2012,2.92
Jul-2012,2.88
Jul-2012,2.83
Jul-2012,2.72
Jul-2012,2.87
Jul-2012,2.79
Jul-2012,2.94
Jul-2012,2.9
Jul-2012,2.78
Jul-2012,2.73
Jun-2012,2.74
Jun-2012,2.81
Jun-2012,2.87
Jun-2012,2.7
Jun-2012,2.7
Jun-2012,2.5
Jun-2012,2.48
Jun-2012,2.6
Jun-2012,2.59
Jun-2012,2.45
Jun-2012,2.44
Jun-2012,2.2
Jun-2012,2.18
Jun-2012,2.17
Jun-2012,2.22
Jun-2012,2.22
Jun-2012,2.33
Jun-2012,2.41
Jun-2012,2.39
Jun-2012,2.32
Jun-2012,2.24
May-2012,2.34
May-2012,2.39
May-2012,2.5
May-2012,2.56
May-2012,2.66
May-2012,2.6
May-2012,2.55
May-2012,2.6
May-2012,2.56
May-2012,2.6
May-2012,2.5
May-2012,2.38
May-2012,2.41
May-2012,2.37
May-2012,2.36
May-2012,2.36
May-2012,2.27
May-2012,2.3
May-2012,2.3
May-2012,2.29
May-2012,2.31
May-2012,2.29
Apr-2012,2.1
Apr-2012,2.05
Apr-2012,2.1
Apr-2012,1.99
Apr-2012,1.97
Apr-2012,1.89
Apr-2012,1.82
Apr-2012,1.85
Apr-2012,1.87
Apr-2012,1.89
Apr-2012,1.88
Apr-2012,1.87
Apr-2012,1.87
Apr-2012,1.91
Apr-2012,1.99
Apr-2012,1.99
Apr-2012,1.98
Apr-2012,2.06
Apr-2012,1.94
Apr-2012,1.88
Mar-2012,2
Mar-2012,2.02
Mar-2012,2.05
Mar-2012,2.09
Mar-2012,2.16
Mar-2012,2.07
Mar-2012,2.19
Mar-2012,2.21
Mar-2012,2.19
Mar-2012,2.14
Mar-2012,2.01
Mar-2012,2.07
Mar-2012,2.13
Mar-2012,2.15
Mar-2012,2.17
Mar-2012,2.21
Mar-2012,2.24
Mar-2012,2.24
Mar-2012,2.3
Mar-2012,2.31
Mar-2012,2.38
Mar-2012,2.45
Feb-2012,2.44
Feb-2012,2.44
Feb-2012,2.55
Feb-2012,2.6
Feb-2012,2.68
Feb-2012,2.6
Feb-2012,2.63
Feb-2012,2.67
Feb-2012,2.47
Feb-2012,2.54
Feb-2012,2.48
Feb-2012,2.42
Feb-2012,2.51
Feb-2012,2.5
Feb-2012,2.48
Feb-2012,2.6
Feb-2012,2.46
Feb-2012,2.4
Feb-2012,2.3
Feb-2012,2.32
Jan-2012,2.51
Jan-2012,2.71
Jan-2012,2.59
Jan-2012,2.68
Jan-2012,2.61
Jan-2012,2.6
Jan-2012,2.39
Jan-2012,2.23
Jan-2012,2.36
Jan-2012,2.49
Jan-2012,2.51
Jan-2012,2.67
Jan-2012,2.7
Jan-2012,2.81
Jan-2012,2.97
Jan-2012,2.89
Jan-2012,2.85
Jan-2012,2.91
Jan-2012,2.96
Jan-2012,2.97
Dec-2011,2.98
Dec-2011,3.03
Dec-2011,3.07
Dec-2011,3.09
Dec-2011,2.97
Dec-2011,3.08
Dec-2011,3.05
Dec-2011,3.06
Dec-2011,3.03
Dec-2011,3.01
Dec-2011,3.05
Dec-2011,3.08
Dec-2011,3.12
Dec-2011,3.13
Dec-2011,3.29
Dec-2011,3.42
Dec-2011,3.45
Dec-2011,3.43
Dec-2011,3.38
Dec-2011,3.35
Dec-2011,3.49
Nov-2011,3.53
Nov-2011,3.39
Nov-2011,3.09
Nov-2011,2.84
Nov-2011,2.84
Nov-2011,3.06
Nov-2011,2.94
Nov-2011,3.01
Nov-2011,3.11
Nov-2011,3.11
Nov-2011,3.12
Nov-2011,3.17
Nov-2011,3.29
Nov-2011,3.48
Nov-2011,3.55
Nov-2011,3.42
Nov-2011,3.35
Nov-2011,3.44
Nov-2011,3.39
Nov-2011,3.39
Nov-2011,3.49
Oct-2011,3.66
Oct-2011,3.63
Oct-2011,3.59
Oct-2011,3.65
Oct-2011,3.62
Oct-2011,3.61
Oct-2011,3.54
Oct-2011,3.61
Oct-2011,3.59
Oct-2011,3.63
Oct-2011,3.72
Oct-2011,3.49
Oct-2011,3.42
Oct-2011,3.54
Oct-2011,3.52
Oct-2011,3.41
Oct-2011,3.4
Oct-2011,3.49
Oct-2011,3.63
Oct-2011,3.56
Oct-2011,3.57
Sep-2011,3.68
Sep-2011,3.77
Sep-2011,3.88
Sep-2011,3.92
Sep-2011,3.8
Sep-2011,3.74
Sep-2011,3.72
Sep-2011,3.78
Sep-2011,3.84
Sep-2011,3.78
Sep-2011,3.84
Sep-2011,4.04
Sep-2011,4.01
Sep-2011,3.96
Sep-2011,3.92
Sep-2011,3.96
Sep-2011,3.99
Sep-2011,3.96
Sep-2011,3.93
Sep-2011,4.12
Sep-2011,4.18
Aug-2011,3.97
Aug-2011,3.85
Aug-2011,3.93
Aug-2011,3.96
Aug-2011,4.01
Aug-2011,4.1
Aug-2011,4.01
Aug-2011,3.97
Aug-2011,3.99
Aug-2011,3.98
Aug-2011,3.98
Aug-2011,4.03
Aug-2011,4.05
Aug-2011,4.17
Aug-2011,4.06
Aug-2011,4.09
Aug-2011,4.06
Aug-2011,4
Aug-2011,4
Aug-2011,4.2
Aug-2011,4.26
Aug-2011,4.3
Aug-2011,4.29
Jul-2011,4.26
Jul-2011,4.41
Jul-2011,4.46
Jul-2011,4.43
Jul-2011,4.45
Jul-2011,4.46
Jul-2011,4.58
Jul-2011,4.64
Jul-2011,4.6
Jul-2011,4.6
Jul-2011,4.49
Jul-2011,4.42
Jul-2011,4.43
Jul-2011,4.38
Jul-2011,4.35
Jul-2011,4.19
Jul-2011,4.25
Jul-2011,4.34
Jul-2011,4.4
Jul-2011,4.33
Jun-2011,4.28
Jun-2011,4.4
Jun-2011,4.34
Jun-2011,4.25
Jun-2011,4.2
Jun-2011,4.31
Jun-2011,4.42
Jun-2011,4.37
Jun-2011,4.33
Jun-2011,4.39
Jun-2011,4.54
Jun-2011,4.53
Jun-2011,4.59
Jun-2011,4.75
Jun-2011,4.72
Jun-2011,4.92
Jun-2011,4.83
Jun-2011,4.83
Jun-2011,4.83
Jun-2011,4.72
Jun-2011,4.64
Jun-2011,4.62
May-2011,4.63
May-2011,4.36
May-2011,4.37
May-2011,4.36
May-2011,4.37
May-2011,4.27
May-2011,4.05
May-2011,4.1
May-2011,4.15
May-2011,4.25
May-2011,4.21
May-2011,4.09
May-2011,4.1
May-2011,4.23
May-2011,4.19
May-2011,4.28
May-2011,4.24
May-2011,4.49
May-2011,4.59
May-2011,4.6
May-2011,4.6
Apr-2011,4.51
Apr-2011,4.38
Apr-2011,4.35
Apr-2011,4.32
Apr-2011,4.37
Apr-2011,4.33
Apr-2011,4.33
Apr-2011,4.19
Apr-2011,4.23
Apr-2011,4.21
Apr-2011,4.12
Apr-2011,4.14
Apr-2011,4.08
Apr-2011,4.05
Apr-2011,4.05
Apr-2011,4.12
Apr-2011,4.17
Apr-2011,4.22
Apr-2011,4.21
Apr-2011,4.32
Mar-2011,4.32
Mar-2011,4.25
Mar-2011,4.27
Mar-2011,4.35
Mar-2011,4.13
Mar-2011,4.27
Mar-2011,4.18
Mar-2011,4.05
Mar-2011,3.99
Mar-2011,3.98
Mar-2011,3.85
Mar-2011,3.86
Mar-2011,3.81
Mar-2011,3.9
Mar-2011,3.78
Mar-2011,3.87
Mar-2011,3.81
Mar-2011,3.83
Mar-2011,3.73
Mar-2011,3.7
Mar-2011,3.75
Mar-2011,3.79
Mar-2011,3.93
Feb-2011,3.93
Feb-2011,3.81
Feb-2011,3.83
Feb-2011,3.83
Feb-2011,3.89
Feb-2011,3.84
Feb-2011,3.9
Feb-2011,3.93
Feb-2011,3.92
Feb-2011,3.89
Feb-2011,3.96
Feb-2011,4.11
Feb-2011,4.22
Feb-2011,4.24
Feb-2011,4.32
Feb-2011,4.48
Feb-2011,4.69
Feb-2011,4.55
Feb-2011,4.42
Jan-2011,4.42
Jan-2011,4.27
Jan-2011,4.41
Jan-2011,4.4
Jan-2011,4.46
Jan-2011,4.72
Jan-2011,4.72
Jan-2011,4.57
Jan-2011,4.48
Jan-2011,4.52
Jan-2011,4.38
Jan-2011,4.48
Jan-2011,4.55
Jan-2011,4.42
Jan-2011,4.49
Jan-2011,4.42
Jan-2011,4.49
Jan-2011,4.52
Jan-2011,4.61
Jan-2011,4.54
Dec-2010,4.22
Dec-2010,4.22
Dec-2010,4.19
Dec-2010,4.1
Dec-2010,4.05
Dec-2010,4.08
Dec-2010,4.01
Dec-2010,4.17
Dec-2010,4.1
Dec-2010,3.99
Dec-2010,4.19
Dec-2010,4.22
Dec-2010,4.35
Dec-2010,4.55
Dec-2010,4.37
Dec-2010,4.52
Dec-2010,4.47
Dec-2010,4.48
Dec-2010,4.47
Dec-2010,4.23
Dec-2010,4.28
Dec-2010,4.21
Nov-2010,4.16
Nov-2010,4.12
Nov-2010,3.82
Nov-2010,3.82
Nov-2010,3.93
Nov-2010,4.02
Nov-2010,3.79
Nov-2010,3.89
Nov-2010,3.77
Nov-2010,3.66
Nov-2010,3.56
Nov-2010,3.5
Nov-2010,3.73
Nov-2010,4
Nov-2010,3.76
Nov-2010,3.49
Nov-2010,3.47
Nov-2010,3.53
Nov-2010,3.35
Nov-2010,3.2
Nov-2010,3.42
Oct-2010,3.36
Oct-2010,3.36
Oct-2010,3.37
Oct-2010,3.28
Oct-2010,3.18
Oct-2010,3.19
Oct-2010,3.46
Oct-2010,3.46
Oct-2010,3.36
Oct-2010,3.36
Oct-2010,3.47
Oct-2010,3.58
Oct-2010,3.58
Oct-2010,3.4
Oct-2010,3.43
Oct-2010,3.36
Oct-2010,3.62
Oct-2010,3.56
Oct-2010,3.51
Oct-2010,3.56
Oct-2010,3.67
Sep-2010,3.85
Sep-2010,3.81
Sep-2010,3.8
Sep-2010,3.8
Sep-2010,3.97
Sep-2010,4.08
Sep-2010,4.02
Sep-2010,3.95
Sep-2010,4.01
Sep-2010,4.11
Sep-2010,4.09
Sep-2010,4.06
Sep-2010,3.98
Sep-2010,3.83
Sep-2010,3.79
Sep-2010,3.79
Sep-2010,3.81
Sep-2010,3.82
Sep-2010,3.74
Sep-2010,3.74
Sep-2010,3.73
Aug-2010,3.8
Aug-2010,3.77
Aug-2010,3.75
Aug-2010,3.85
Aug-2010,3.99
Aug-2010,4.07
Aug-2010,4.12
Aug-2010,4.19
Aug-2010,4.29
Aug-2010,4.35
Aug-2010,4.28
Aug-2010,4.37
Aug-2010,4.35
Aug-2010,4.42
Aug-2010,4.38
Aug-2010,4.43
Aug-2010,4.52
Aug-2010,4.67
Aug-2010,4.84
Aug-2010,4.77
Aug-2010,4.78
Aug-2010,4.94
Jul-2010,4.81
Jul-2010,4.8
Jul-2010,4.75
Jul-2010,4.72
Jul-2010,4.65
Jul-2010,4.69
Jul-2010,4.67
Jul-2010,4.7
Jul-2010,4.59
Jul-2010,4.56
Jul-2010,4.68
Jul-2010,4.43
Jul-2010,4.39
Jul-2010,4.46
Jul-2010,4.42
Jul-2010,4.36
Jul-2010,4.61
Jul-2010,4.76
Jul-2010,4.85
Jul-2010,4.72
Jul-2010,4.54
Jun-2010,4.53
Jun-2010,4.68
Jun-2010,4.85
Jun-2010,4.84
Jun-2010,4.88
Jun-2010,4.9
Jun-2010,4.87
Jun-2010,5.15
Jun-2010,5.17
Jun-2010,5.14
Jun-2010,5.13
Jun-2010,5.11
Jun-2010,4.94
Jun-2010,4.68
Jun-2010,4.68
Jun-2010,4.75
Jun-2010,4.89
Jun-2010,4.67
Jun-2010,4.6
Jun-2010,4.46
Jun-2010,4.32
Jun-2010,4.39
May-2010,4.31
May-2010,4.22
May-2010,4.19
May-2010,4.08
May-2010,4.08
May-2010,4.12
May-2010,4.12
May-2010,4.28
May-2010,4.42
May-2010,4.34
May-2010,4.27
May-2010,4.26
May-2010,4.18
May-2010,4.15
May-2010,4.08
May-2010,3.91
May-2010,3.97
May-2010,4
May-2010,3.96
May-2010,3.86
Apr-2010,3.94
Apr-2010,4.24
Apr-2010,4.19
Apr-2010,4.18
Apr-2010,4.23
Apr-2010,4.07
Apr-2010,3.95
Apr-2010,3.96
Apr-2010,3.93
Apr-2010,4.02
Apr-2010,3.97
Apr-2010,4.16
Apr-2010,4.15
Apr-2010,3.97
Apr-2010,4.04
Apr-2010,3.9
Apr-2010,3.92
Apr-2010,4.08
Apr-2010,4.16
Apr-2010,3.93
Apr-2010,3.72
Mar-2010,3.93
Mar-2010,3.79
Mar-2010,3.83
Mar-2010,3.92
Mar-2010,4.01
Mar-2010,4.02
Mar-2010,4.08
Mar-2010,4.02
Mar-2010,4.01
Mar-2010,4.19
Mar-2010,4.27
Mar-2010,4.38
Mar-2010,4.29
Mar-2010,4.35
Mar-2010,4.47
Mar-2010,4.44
Mar-2010,4.51
Mar-2010,4.47
Mar-2010,4.56
Mar-2010,4.78
Mar-2010,4.76
Mar-2010,4.78
Mar-2010,4.83
Feb-2010,4.76
Feb-2010,4.84
Feb-2010,4.91
Feb-2010,4.91
Feb-2010,4.92
Feb-2010,5.1
Feb-2010,5.4
Feb-2010,5.47
Feb-2010,5.65
Feb-2010,5.48
Feb-2010,5.53
Feb-2010,5.48
Feb-2010,5.54
Feb-2010,5.73
Feb-2010,5.61
Feb-2010,5.47
Feb-2010,5.51
Feb-2010,5.47
Feb-2010,5.3
Jan-2010,5.26
Jan-2010,5.32
Jan-2010,5.42
Jan-2010,5.61
Jan-2010,5.76
Jan-2010,5.67
Jan-2010,5.52
Jan-2010,5.54
Jan-2010,5.51
Jan-2010,5.66
Jan-2010,5.77
Jan-2010,5.61
Jan-2010,5.57
Jan-2010,5.77
Jan-2010,6.56
Jan-2010,7.51
Jan-2010,6.47
Jan-2010,6.19
Jan-2010,6.09
Dec-2009,5.82
Dec-2009,5.78
Dec-2009,6.01
Dec-2009,5.91
Dec-2009,5.75
Dec-2009,5.55
Dec-2009,5.56
Dec-2009,5.79
Dec-2009,5.87
Dec-2009,5.65
Dec-2009,5.57
Dec-2009,5.53
Dec-2009,5.41
Dec-2009,5.21
Dec-2009,5.02
Dec-2009,5.27
Dec-2009,5.1
Dec-2009,4.78
Dec-2009,4.53
Dec-2009,4.57
Dec-2009,4.67
Dec-2009,4.3
Nov-2009,4.41
Nov-2009,3.32
Nov-2009,3.32
Nov-2009,3.63
Nov-2009,3.79
Nov-2009,3.09
Nov-2009,3.57
Nov-2009,3.74
Nov-2009,3.47
Nov-2009,2.65
Nov-2009,2.51
Nov-2009,3.24
Nov-2009,3.59
Nov-2009,3.76
Nov-2009,3.78
Nov-2009,3.95
Nov-2009,4.3
Nov-2009,4.49
Nov-2009,4.33
Nov-2009,4.32
Oct-2009,4.11
Oct-2009,4.11
Oct-2009,4.59
Oct-2009,4.52
Oct-2009,4.52
Oct-2009,4.88
Oct-2009,4.98
Oct-2009,4.8
Oct-2009,4.6
Oct-2009,4.22
Oct-2009,3.94
Oct-2009,3.88
Oct-2009,3.82
Oct-2009,4.03
Oct-2009,3.96
Oct-2009,3.92
Oct-2009,4.24
Oct-2009,3.7
Oct-2009,3.23
Oct-2009,2.89
Oct-2009,2.32
Oct-2009,2.91
Sep-2009,3.25
Sep-2009,3.3
Sep-2009,3.54
Sep-2009,3.61
Sep-2009,3.56
Sep-2009,3.43
Sep-2009,3.37
Sep-2009,3.35
Sep-2009,3.21
Sep-2009,3.5
Sep-2009,3.28
Sep-2009,3.21
Sep-2009,2.84
Sep-2009,2.94
Sep-2009,2.68
Sep-2009,2.72
Sep-2009,2.43
Sep-2009,1.83
Sep-2009,2.06
Sep-2009,2.25
Sep-2009,2.36
Aug-2009,2.42
Aug-2009,2.52
Aug-2009,2.76
Aug-2009,2.76
Aug-2009,2.85
Aug-2009,2.69
Aug-2009,2.78
Aug-2009,3.03
Aug-2009,3.03
Aug-2009,3.12
Aug-2009,3.11
Aug-2009,3.18
Aug-2009,3.34
Aug-2009,3.36
Aug-2009,3.54
Aug-2009,3.55
Aug-2009,3.57
Aug-2009,3.78
Aug-2009,3.61
Aug-2009,3.53
Aug-2009,3.43
Jul-2009,3.34
Jul-2009,3.34
Jul-2009,3.41
Jul-2009,3.49
Jul-2009,3.46
Jul-2009,3.37
Jul-2009,3.66
Jul-2009,3.49
Jul-2009,3.48
Jul-2009,3.49
Jul-2009,3.39
Jul-2009,3.21
Jul-2009,3.37
Jul-2009,3.29
Jul-2009,3.17
Jul-2009,3.24
Jul-2009,3.36
Jul-2009,3.22
Jul-2009,3.3
Jul-2009,3.24
Jul-2009,3.49
Jul-2009,3.63
Jun-2009,3.72
Jun-2009,3.88
Jun-2009,3.81
Jun-2009,3.82
Jun-2009,3.8
Jun-2009,3.91
Jun-2009,4.01
Jun-2009,4.04
Jun-2009,4.19
Jun-2009,3.99
Jun-2009,4.16
Jun-2009,3.8
Jun-2009,3.54
Jun-2009,3.51
Jun-2009,3.56
Jun-2009,3.53
Jun-2009,3.53
Jun-2009,3.51
Jun-2009,3.58
Jun-2009,3.81
Jun-2009,4.05
Jun-2009,3.86
May-2009,3.92
May-2009,3.55
May-2009,3.49
May-2009,3.35
May-2009,3.41
May-2009,3.77
May-2009,3.75
May-2009,3.99
May-2009,4.02
May-2009,4.05
May-2009,4.1
May-2009,4.42
May-2009,4.41
May-2009,4.24
May-2009,4.16
May-2009,3.96
May-2009,3.67
May-2009,3.62
May-2009,3.47
May-2009,3.3
Apr-2009,3.25
Apr-2009,3.43
Apr-2009,3.29
Apr-2009,3.19
Apr-2009,3.31
Apr-2009,3.46
Apr-2009,3.48
Apr-2009,3.43
Apr-2009,3.55
Apr-2009,3.47
Apr-2009,3.54
Apr-2009,3.6
Apr-2009,3.59
Apr-2009,3.46
Apr-2009,3.59
Apr-2009,3.5
Apr-2009,3.6
Apr-2009,3.74
Apr-2009,3.66
Apr-2009,3.69
Apr-2009,3.56
Mar-2009,3.58
Mar-2009,3.63
Mar-2009,3.73
Mar-2009,4.16
Mar-2009,4.13
Mar-2009,4.13
Mar-2009,4.17
Mar-2009,3.99
Mar-2009,3.68
Mar-2009,3.75
Mar-2009,3.78
Mar-2009,3.78
Mar-2009,3.9
Mar-2009,3.87
Mar-2009,3.92
Mar-2009,3.88
Mar-2009,3.86
Mar-2009,3.93
Mar-2009,4.22
Mar-2009,4.23
Mar-2009,4.43
Mar-2009,4.36
Feb-2009,4.04
Feb-2009,4.08
Feb-2009,4.2
Feb-2009,4.21
Feb-2009,4.23
Feb-2009,4.21
Feb-2009,4.46
Feb-2009,4.35
Feb-2009,4.35
Feb-2009,4.6
Feb-2009,4.73
Feb-2009,4.68
Feb-2009,4.84
Feb-2009,4.76
Feb-2009,4.67
Feb-2009,4.84
Feb-2009,5.01
Feb-2009,5.04
Feb-2009,4.48
Jan-2009,4.77
Jan-2009,4.71
Jan-2009,4.84
Jan-2009,4.76
Jan-2009,4.62
Jan-2009,4.75
Jan-2009,4.72
Jan-2009,4.87
Jan-2009,4.86
Jan-2009,5.09
Jan-2009,5.27
Jan-2009,5.47
Jan-2009,5.7
Jan-2009,5.59
Jan-2009,5.6
Jan-2009,5.96
Jan-2009,5.89
Jan-2009,6.1
Jan-2009,5.83
Jan-2009,5.41
Dec-2008,5.63
Dec-2008,5.71
Dec-2008,5.81
Dec-2008,5.44
Dec-2008,5.44
Dec-2008,5.37
Dec-2008,5.39
Dec-2008,5.66
Dec-2008,5.63
Dec-2008,5.79
Dec-2008,5.75
Dec-2008,5.75
Dec-2008,5.56
Dec-2008,5.86
Dec-2008,5.67
Dec-2008,5.57
Dec-2008,5.73
Dec-2008,5.99
Dec-2008,6.55
Dec-2008,6.48
Dec-2008,6.68
Dec-2008,6.48
Nov-2008,6.43
Nov-2008,6.43
Nov-2008,6.71
Nov-2008,6.85
Nov-2008,6.56
Nov-2008,6.76
Nov-2008,6.76
Nov-2008,6.74
Nov-2008,6.55
Nov-2008,6.33
Nov-2008,6.31
Nov-2008,6.65
Nov-2008,7.02
Nov-2008,7.07
Nov-2008,6.6
Nov-2008,7.04
Nov-2008,6.94
Nov-2008,6.79
Nov-2008,6.45
Oct-2008,6.18
Oct-2008,6.75
Oct-2008,6.58
Oct-2008,6.4
Oct-2008,6.27
Oct-2008,6.29
Oct-2008,6.77
Oct-2008,6.94
Oct-2008,6.76
Oct-2008,6.98
Oct-2008,6.76
Oct-2008,6.65
Oct-2008,6.64
Oct-2008,6.74
Oct-2008,6.62
Oct-2008,6.52
Oct-2008,6.69
Oct-2008,6.58
Oct-2008,6.74
Oct-2008,6.87
Oct-2008,7.16
Oct-2008,7.64
Oct-2008,7.41
Sep-2008,7.17
Sep-2008,7.13
Sep-2008,7.42
Sep-2008,7.63
Sep-2008,8.15
Sep-2008,7.84
Sep-2008,7.66
Sep-2008,7.79
Sep-2008,8.26
Sep-2008,7.72
Sep-2008,7.76
Sep-2008,8.02
Sep-2008,8.02
Sep-2008,7.83
Sep-2008,7.65
Sep-2008,7.28
Sep-2008,7.68
Sep-2008,7.4
Sep-2008,7.24
Sep-2008,7.26
Sep-2008,8.24
Aug-2008,8.24
Aug-2008,8.36
Aug-2008,8.54
Aug-2008,8.02
Aug-2008,7.63
Aug-2008,7.98
Aug-2008,8.04
Aug-2008,8.02
Aug-2008,7.73
Aug-2008,7.74
Aug-2008,7.82
Aug-2008,8.15
Aug-2008,8.11
Aug-2008,8.23
Aug-2008,8.18
Aug-2008,8.22
Aug-2008,8.77
Aug-2008,8.7
Aug-2008,8.66
Aug-2008,9.2
Aug-2008,9.05
Jul-2008,9.26
Jul-2008,9.01
Jul-2008,9.17
Jul-2008,9.26
Jul-2008,9.34
Jul-2008,9.7
Jul-2008,9.88
Jul-2008,10.16
Jul-2008,10.58
Jul-2008,10.54
Jul-2008,11.43
Jul-2008,11.15
Jul-2008,11.79
Jul-2008,11.58
Jul-2008,12.15
Jul-2008,11.83
Jul-2008,12.1
Jul-2008,12.47
Jul-2008,12.96
Jul-2008,13
Jul-2008,13.31
Jul-2008,13.28
Jun-2008,13.19
Jun-2008,13.1
Jun-2008,12.7
Jun-2008,12.76
Jun-2008,12.96
Jun-2008,12.92
Jun-2008,12.76
Jun-2008,13.09
Jun-2008,12.93
Jun-2008,12.87
Jun-2008,12.73
Jun-2008,12.51
Jun-2008,12.51
Jun-2008,12.49
Jun-2008,12.72
Jun-2008,12.71
Jun-2008,12.71
Jun-2008,12.49
Jun-2008,12.17
Jun-2008,12.27
Jun-2008,11.8
May-2008,11.43
May-2008,11.81
May-2008,11.6
May-2008,11.85
May-2008,11.56
May-2008,11.57
May-2008,11.4
May-2008,10.94
May-2008,11.1
May-2008,11.31
May-2008,11.41
May-2008,11.52
May-2008,11.18
May-2008,11.38
May-2008,11.29
May-2008,11.33
May-2008,11.08
May-2008,11.09
May-2008,10.77
May-2008,10.37
May-2008,10.66
Apr-2008,10.81
Apr-2008,10.94
Apr-2008,10.95
Apr-2008,10.72
Apr-2008,10.58
Apr-2008,10.33
Apr-2008,10.56
Apr-2008,10.5
Apr-2008,10.08
Apr-2008,10.27
Apr-2008,10.11
Apr-2008,10.16
Apr-2008,10.03
Apr-2008,10.07
Apr-2008,10.18
Apr-2008,9.88
Apr-2008,9.78
Apr-2008,9.48
Apr-2008,9.36
Apr-2008,9.68
Apr-2008,9.6
Apr-2008,9.92
Mar-2008,9.86
Mar-2008,9.36
Mar-2008,9.3
Mar-2008,9.25
Mar-2008,9.28
Mar-2008,8.99
Mar-2008,8.54
Mar-2008,9.11
Mar-2008,9.1
Mar-2008,9.59
Mar-2008,9.84
Mar-2008,9.74
Mar-2008,9.69
Mar-2008,9.85
Mar-2008,9.59
Mar-2008,9.82
Mar-2008,9.7
Mar-2008,9.37
Mar-2008,9.21
Mar-2008,9.07
Feb-2008,9.1
Feb-2008,9.11
Feb-2008,9.21
Feb-2008,9.21
Feb-2008,9.15
Feb-2008,8.65
Feb-2008,8.9
Feb-2008,9.08
Feb-2008,8.91
Feb-2008,8.73
Feb-2008,8.5
Feb-2008,8.35
Feb-2008,8.37
Feb-2008,8.38
Feb-2008,8.06
Feb-2008,7.99
Feb-2008,7.94
Feb-2008,7.8
Feb-2008,7.56
Feb-2008,7.88
Jan-2008,8.1
Jan-2008,8.17
Jan-2008,8.1
Jan-2008,7.87
Jan-2008,7.8
Jan-2008,7.85
Jan-2008,7.84
Jan-2008,7.97
Jan-2008,8.42
Jan-2008,8.1
Jan-2008,8.23
Jan-2008,8.43
Jan-2008,8.45
Jan-2008,8.13
Jan-2008,7.96
Jan-2008,7.89
Jan-2008,7.59
Jan-2008,7.61
Jan-2008,7.51
Jan-2008,7.84
Jan-2008,7.83
Dec-2007,7.11
Dec-2007,7.11
Dec-2007,6.8
Dec-2007,6.94
Dec-2007,7.03
Dec-2007,7.03
Dec-2007,7.19
Dec-2007,7.18
Dec-2007,7.16
Dec-2007,7.06
Dec-2007,7.09
Dec-2007,7.46
Dec-2007,7.22
